dataset,processed_input,reference,max_new_tokens,stop_sequence,extraction_method,evaluation_metric,id
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What tend to be the effects of oil and other natural resource trade on developing states?
Options:
A. It democratizes countries
B. It has no real effect
C. It encourages stability of the regime
D. It changes the nature of the investor
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_220
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which approach or perspective dominates post-Cold War Security Studies?
Options:
A. An examination of the social processes by which groups of people construct something as a threat.
B. A agenda for peace; peacekeeping, peace-making and conflict prevention as priorities for avoiding military confrontations.
C. The re-addressing of past practice as a possible cause of insecurity.
D. The strategy for state security that is preoccupied with creating and maintaining a distribution of power in the system, beneficial in terms of maintaining security and stability.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_221
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
After Suzy decided to go to the prom with Dylan, Max was unconsciously furious. Max then channeled all his energies into his artwork. Which defense mechanism is Max using?
Options:
A. displacement
B. sublimation
C. rationalization
D. repression
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_222
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A nation that must consistently borrow to cover annual budget deficits risks
Options:
A. a depreciation of the nation's currency as foreigners increase investment in the nation.
B. a decline in net exports as the nation's goods become more expensive to foreign consumers.
C. lower interest rates that discourage foreign investment in the nation.
D. an appreciation of the nation's currency as foreigners decrease investment in the nation.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_223
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Elements with partially filled 4f or 5f orbitals include all of the following EXCEPT
Options:
A. Cu
B. Gd
C. Eu
D. Am
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_224
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Suppose that Tiger Woods buys a golf ball in England for $1 and the marginal propensity to consume in England is 0.75. What is the total increase in England's real GDP resulting from Mr. Woods' purchase?
Options:
A. $1 
B. $1.25 
C. $1.75 
D. $4 
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_225
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw the squirrel trapped and set it free. Scenario 2 | I saved the child who was about to fall into a hole.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_226
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Muscle lactate production increases when:
Options:
A. oxygen is readily available.
B. pyruvate cannot be formed from glucose breakdown.
C. the pH of the muscle falls.
D. glycolysis is activated at the onset of exercise.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_227
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A three-dimensional harmonic oscillator is in thermal equilibrium with a temperature reservoir at temperature T. The average total energy of the oscillator is
Options:
A. (1/2) k T
B. kT
C. (3/2) k T
D. 3kT
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_228
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A 50-year-old nurse who had been fired from his job at ahospital told his attorney, ÒI was fired because of my age, and I want to sue the hospital.Ó Based on this information, the attorney filed an age discrimination complaint against the hospital in federal court. As it turned out, the hospital had hired a 52-year-old man as the nurseÕs replacement, a fact that rendered an age discrimination claim unavailable. The hospital responded tothe complaint by filing a motion for sanctions against thenurseÕs attorney. Is the court likely to grant the hospitalÕs motion?
Options:
A. No, because sanctions are not proper against the attorney of a represented party.
B. No, because the hospital failed to give the attorney the chance to withdraw the complaint in advance of filing the motion with the court.
C. Yes, because the nurseÕs attorney failed to conduct areasonable pre-filing inquiry.
D. Yes, because the nurseÕs complaint contained legal contentions that were not warranted by existing lawbased on the facts in this case.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_229
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In 1924 the United States Congress passed a bill that significantly altered immigration patterns by
Options:
A. suspending further immigration from Latin America
B. making it illegal for employers to hire or recruit undocumented workers
C. promoting family unification, enabling close relatives of people already resident in the United States to be admitted
D. reducing immigration quotas sharply, leading to a dramatic decline in immigration
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_230
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
How has the conceptualization of health as a security issue changed during the twentieth century?
Options:
A. Health has long been regarded as a security issue. During the 20th century there was an increasingly sense of panic about the potential damage of a serious pandemic disease outbreak in the newly globalised world. Medical advances and a series of successful contained outbreaks have largely allayed these fears.
B. Since the early 20th century there has been growing recognition of the success in medical and technological advancements that have the ability to keep infectious diseases at bay in the modern population.
C. Pandemic disease is a relatively new threat to security, emerging only in the early 19th century. Therefore, human populations are still formulating and testing new ways of controlling outbreaks and minimising their impact on security.
D. During the 20th century, security analysts were predisposed to focus on the potential threat of nuclear confrontation and military combat. Since the reduction in these threats, there has emerged a series of pandemic diseases, and a sense of growing unease at the future impact of more serious outbreaks in an increasingly globalised population.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_231
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Let V be the real vector space of all real 2 x 3 matrices, and let W be the real vector space of all real 4 x 1 column vectors. If T is a linear transformation from V onto W, what is the dimension of the subspace kernel of T?
Options:
A. 2
B. 3
C. 4
D. 5
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_232
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A father brings his 22-year-old son to you for evaluation. Within the past 6 weeks, this formerly socially active young man has quit his job as a restaurant manager, has become withdrawn, and now spends most of his time in his room watching TV. He reports that he occasionally receives messages from aliens through the TV. Based on this information, which of the following is the most appropriate DSM-IV diagnosis
Options:
A. Schizophreniform Disorder
B. Brief Reactive Psychosis
C. Schizophrenia
D. Antisocial Personality Disorder
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_233
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I brought my 13-year-old son to a show featuring exotic dancers. Scenario 2 | I went fishing for dolphins last weekend.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_234
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following relies on internal resources to cope with a problem?
Options:
A. Problem-focused coping
B. Emotion-focused coping
C. Cognitive dissonance
D. Semantic differential
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_235
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is
Options:
A. DC only
B. AC only
C. Either AC or DC
D. An Impulse
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_236
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?
Options:
A. 30 × 10^1
B. 30 × 10^3
C. (6 × 5) × 10^2
D. (6 × 5) × 10^3
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_237
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A defendant gave a man a gun and instructed him to kill a victim. The man shot and killed the victim with the gun. The man was charged with murder and acquitted. The defendant is now charged with the murder of the victim. He will be able to assert a valid defense if the man's acquittal was based on which of the following?
Options:
A. Insanity.
B. Self-defense.
C. Diminished capacity.
D. The Wharton Rule.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_238
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Who was Charlie McCarthy?
Options:
A. a US senator
B. a Chicago gangster
C. a famous baseball pitcher
D. a wooden dummy
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_239
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I found an endangered species in the forest, and since I did not want it to go hungry and possibly die, I took it home to give it food then made it into taxidermy. Scenario 2 | My life was horrible so I started to go to therapy
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_240
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of these is a statement that Darwin would have rejected?
Options:
A. Environmental change plays a role in evolution.
B. The smallest entity that can evolve is an individual organism.
C. Individuals can acquire new characteristics as they respond to new environments or situations.
D. Inherited variation in a population is a necessary precondition for natural selection to operate.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_241
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Solve for $x$:$$\left(\frac{1}{25}\right)^{x + 2} = 125^{-x}.$$
Options:
A. 1
B. 2
C. 3
D. 4
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_242
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | While my parents were fast asleep, I cooked coke. Scenario 2 | I invited my student to the lighthouse for a romantic evening.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_243
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
According to Hobbes, without a common power to keep them in awe humans would exist in a state of:
Options:
A. peace and harmony.
B. mutual indifference.
C. cautious mistrust.
D. war of every man against every man.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_244
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which one of the following is equal to P(A, B, C) given Boolean random variables A, B and C, and no independence or conditional independence assumptions between any of them?
Options:
A. P(A | B) * P(B | C) * P(C | A)
B. P(C | A, B) * P(A) * P(B)
C. P(A, B | C) * P(C)
D. P(A | B, C) * P(B | A, C) * P(C | A, B)
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_245
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which urban model theorizes that high-rent residential areas grow outward from the center of the city along major highways with lower-rent inhabitants taking over sequentially?
Options:
A. Concentric zone model
B. Central place model
C. Urban realms model
D. Sector model
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_246
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ate all the candy my mother bought for me. Scenario 2 | I collected money from my church to pay my taxes.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_247
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A 31-year-old woman, gravida 3, para 2, who is at 32 weeks' gestation, is admitted to the hospital because of a 1-week history of progressive dyspnea and wheezing. She says her heart is ""racing"" and she is coughing up a small amount of bloodstreaked sputum. Medical history is significant for hypothyroidism, for which she takes levothyroxine. An intravenous catheter is placed. Vital signs are temperature 36.9°C (98.4°F), pulse 132/min, respirations 32/min, and blood pressure 135/78 mm Hg. Pulse oximetry on 100% oxygen via nasal cannula shows an oxygen saturation of 92%. Auscultation of the lungs discloses decreased breath sounds at the bases with expiratory crackles bilaterally. Cardiac examination discloses an irregularly irregular rhythm, an indistinct point of maximal impulse, and a loud S1. A grade 3/6, low-pitched, diastolic, rumbling murmur is audible at the apex; a distinct snapping sound precedes the murmur. Fetal heart rate is 144/min. Which of the following is the most likely cause of the findings in this patient?
Options:
A. Chronic mitral regurgitation secondary to rheumatic heart disease
B. Coarctation of the aorta
C. Congenital aortic stenosis
D. Mitral stenosis complicated by atrial fibrillation
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_248
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Mike is arrested on suspicion of larceny. After receiving and acknowledging his Miranda rights, he is questioned by Officer. When he refuses to confess, Officer tells Mike that he has connections in the local prison that could make Mike's life there ""unpleasant"" if he does not confess. Mike confesses. At trial, the confession is not used in the prosecution's case-in-chief, but is admitted to impeach Mike's testimony. On appeal, Mike's conviction will likely be
Options:
A. Upheld, because he confessed with full understanding of his right to remain silent, and that his statements could be used against him.
B. Upheld, because his conviction would probably have been secured regardless of the admittance of his confession, and the decision was harmless error.
C. Upheld, because the confession may be admitted to impeach.
D. Reversed, because a coerced confession is never admissible.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_249
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A 15-year-old boy was sledding down a pathway through a wooded area of land owned by a woman. The boy had frequently used the pathway for sledding in the previous months. The path, made of concrete, led through the woods from a public highway to a pond in the rear of the woman's property. The pathway was used for sledding and the pond for skating by the residents of the neighboring areas, without the consent of the woman. Furthermore, the woman failed to post any signs forbidding trespassing. After the boy had been sledding down the pathway for approximately three hours one morning, he lost control of the sled, and steered it into a tree. The boy suffered serious injuries in the crash. If a suit is brought on the boy's behalf against the woman for the boy's personal injuries, the plaintiff will
Options:
A. recover, under the ""attractive nuisance"" doctrine.
B. recover, because the woman knew or should have known of the frequent trespasses.
C. not recover, because the boy was a trespasser.
D. not recover, because a 15-year-old boy should have realized the risk.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_250
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
Read the documents below.
Source 1
If then by the Use of Machines, the Manufacture of Cotton, an Article which we import, and are supplied with from other Countries, and which can everywhere be procured on equal Terms, has met with such amazing Success, may not greater Advantages be reasonably expected from cultivating to the utmost the Manufacture of Wool, the Produce of our own Island, an Article in Demand in all Countries, almost the universal Clothing of Mankind?
In the Manufacture of Woollens, the Scribbling Mill, the Spinning Frame, and the Fly Shuttle, have reduced manual Labour nearly One third, and each of them at its-first Introduction carried an Alarm to the Work People, yet each has contributed to advance the Wages and to increase the Trade, so that if an Attempt was now made to deprive us of the Use of them, there is no Doubt, but every Person engaged in the Business, would exert himself to defend them.
—Statement by the Cloth Merchants of Leeds, 1791
Source 2
Come, cropper lads of high renown,
Who love to drink good ale that's brown,
And strike each haughty tyrant down,
With hatchet, pike, and gun!
Oh, the cropper lads for me,
The gallant lads for me,
Who with lusty stroke,
The shear frames broke,
The cropper lads for me!
What though the specials still advance,
And soldiers nightly round us prance;
The cropper lads still lead the dance,
With hatchet, pike, and gun!
Oh, the cropper lads for me,
The gallant lads for me,
Who with lusty stroke
The shear frames broke,
The cropper lads for me!
—Luddite Song, The Cropper's Song, c. 1812
Which of the following economic theories is Source 1 above referencing in support of the expansion and use of machines?
Options:
A. Laissez-faire capitalism
B. Mercantilism
C. Industrialization
D. Bullionism
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_251
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A woman and her neighbor had often talked about the need for a fence between their properties. Finally, the woman hired a handyman to build a wooden stake fence between her property and her neighbor's property for $10,000. The handyman built the fence as agreed, and the woman paid him the sum of $10,000. Two weeks later, the neighbor was operating his lawn mower near the property line between his and the woman's property when a section of the fence suddenly fell on top of him, seriously injuring him. A subsequent investigation revealed that the handyman did not properly reinforce the fence. Which of the following is the handyman's best defense in a contract action brought against him by the neighbor, in which the only damages alleged are those for the neighbor's personal injuries?
Options:
A. Damages for personal injuries cannot be recovered in a contract action.
B. Damages for personal injuries to the neighbor were not within the contemplation of the woman and the handyman at the time they entered into their agreement.
C. The neighbor is only an incidental beneficiary of the agreement between the woman and the handyman.
D. The neighbor has no standing to assert such an action, since he was not a party to the agreement between the woman and the handyman.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_252
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following neurotransmitters is most explicitly associated with the experience of pleasure?
Options:
A. GABA
B. Acetylcholine
C. Serotonin
D. Dopamine
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_253
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is 'unilateral acts'?
Options:
A. They are acts that States perform as practice in the context of custom
B. They are acts creating unilateral legal obligations to the acting State
C. Unilateral acts are simply political acts of State devoid of any legal effect
D. Unilateral acts are those that State perform in order to be bound by a treaty
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_254
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A company manufactures a popular dandruff shampoo. On the shampoo's box cover is a warning label advising consumers to make a ""patch test"" before applying. The label states that a ""patch test"" is necessary because a small percentage of the population may be allergic to the chemicals contained in the product and susceptible to suffering scalp irritation. A Russian immigrant recently moved to the United States from Moscow. The immigrant cannot read or speak English. One day, the immigrant purchased a bottle of the shampoo from a drug store. She looked at the label warning but did not understand it. After throwing away the box cover, she used the shampoo without making a ""patch test. "" Minutes later, she began experiencing an allergic reaction and scalp irritation. This was followed by hair loss attributed to the shampoo. If the immigrant brings suit against the company for strict products liability, she will most likely
Options:
A. win, because she suffered injury from her use of the product.
B. win, because the manufacturer was aware that a small percentage of the population would suffer an allergic reaction to the shampoo.
C. lose, because she didn't read or speak English.
D. lose, because she assumed the risk by not making the ""patch test. ""
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_255
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
One difference that seems to be mostly cohort rather than age is the difference in ____ for different age groups
Options:
A. Coping strategies
B. Work productivity
C. Rates of dementia
D. Personality traits
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_256
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
These are stores designed to kill off the competition and are characterized by narrow but very deep product assortment, low prices, and few to moderate customer services:
Options:
A. Speciality stores.
B. Limited line retailers.
C. Category-killer stores.
D. Superstores.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_257
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
 Why does Metz think that extant dignity-based arguments based on African values fail?
Options:
A. It is unclear that they show that capital punishment is degrading, and so therefore wrong.
B. They prove too much. They seem to entail that any instance of killing in self-defense is wrong.
C. Both A and B
D. None of the above
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_258
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following is a likely outcome of the development and use of genetically modified plants?
Options:
A. Reduced cost of plant seeds
B. New plant varieties being patented
C. Increased genetic diversity within a planted field
D. Less oversight and fewer regulations than for unmodified crops
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_259
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Electrons in p-type material of a semi-conductor are called as
Options:
A. either minority carriers or majority carriers
B. minority carriers
C. majority carriers
D. valance carriers
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_260
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
If a bank has $1000 in checking deposits and the bank is required to reserve $250 what is the reserve ratio? How much does the bank have in excess reserves? What is the size of the money multiplier?
Options:
A. 25% $750 M = ¼
B. 75% $250 M = 4
C. 25% $750 M = 4
D. 75% $750 M = ¼
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_261
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following accounts for the fact that the power and prestige of the presidency have grown since 1932? I. America's increased prominence in international affairs II. continually improved public confidence in the federal government III. the New Deal and other programs that have expanded federal responsibility IV. the president's increased visibility, due to the development of mass media
Options:
A. I only
B. I and IV only
C. I, III, and IV only
D. II and IV only
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_262
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following sorting algorithms has average-case and worst-case running times of O(n log n)?
Options:
A. Bubble sort
B. Insertion sort
C. Merge sort
D. Quicksort
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_263
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A test for heartworm in dogs shows a positive result in 96% of dogs that actually have heartworm, and shows a negative result in 98% of dogs with no heartworm. If heartworm actually occurs in 10% of dogs, what is the probability that a randomly selected dog that tested positive for heartworm actually has heartworm?
Options:
A. 11%
B. 18%
C. 84%
D. 88%
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_264
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
How do we think the ""hot Jupiters"" around other stars were formed?
Options:
A. They where formed when their stars flung material out into the system in a process similar to planetary fission.
B. They formed as gas giants beyond the frost line and then migrated inwards.
C. They formed as dense rocky planets close to the star in the same orbits that they are seen today.
D. They formed as gas giants close to the star in the same orbits that they are seen today.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_265
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following statements is/are true? Epigenetic changes may be key to understanding the links between early experience and later health. They may:

Options:
A. include changes in DNA methylation
B. modify gene expression without changing the underlying DNA sequence
C. enable one genotype to result in different phenotypes
D. all of the options given are correct
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_266
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw there was a rat so I shot my gun at it as it ran across the hotel lobby. Scenario 2 | I wore a short skirt and tank top to the funeral.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_267
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
All of the following are specifically mentioned in the Constitution EXCEPT
Options:
A. judicial review
B. the national census
C. rules of impeachment
D. the State of the Union address
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_268
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following statements about proteolysis is correct?

Options:
A. The rate of tissue protein catabolism is more or less constant throughout the day.
B. All tissue proteins undergo catabolism at more or less the same rate.
C. All proteins that are to be catabolised are tagged with the peptide ubiquitin.
D. Lysosomal enzymes provide the only mechanism for tissue protein catabolism.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_269
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which one of the following organizations is NOT a supranational organization?
Options:
A. UN
B. NATO
C. ASEAN
D. PLO
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_270
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Male hormones are produced by which of the following?
Options:
A. Glans penis
B. Prepuce
C. Prostate
D. Testes
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_271
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Let R be a ring and let U and V be (two-sided) ideals of R. Which of the following must also be ideals of R ?
I. {u + v : u \in and v \in V}
II. {uv : u \in U and v \in V}
III. {x : x \in U and x \in V}
Options:
A. II only
B. III only
C. I and II only
D. I and III only
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_272
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Fifteen years ago, two men who were fishing buddies moved onto vacant rural land owned by a woman they didn't know and built a small fishing shack on it. Twelve years ago, the men replaced the shack with a fish processing plant and a commercial fishing boat dock. The men maintained their commercial fishery operation on the land until one of them died intestate last year, leaving a sole heir. The period of time to acquire title by adverse possession in the jurisdiction is 10 years. The woman has now become aware of the changes that have occurred on the land. In an action to determine title, for whom should the court decide?
Options:
A. For the man who is still alive and the deceased man's heir, because the men acquired title as tenants in common.
B. For the man who is still alive, because he is the surviving adverse possessor.
C. For the woman, because the use was changed by the men while they were in possession.
D. For the woman, because title cannot be claimed by two adverse possessors simultaneously.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_273
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The Pleistocene epoch lasted until how long ago?
Options:
A. 1,000,000 years
B. 100,000 years
C. 10,000 years
D. 1,000 years
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_274
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Exact solutions of the Schrödinger equation CANNOT be obtained for a
Options:
A. simple harmonic oscillator
B. particle in a one-dimensional box
C. rigid rotor
D. helium atom
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_275
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Under which of the following circumstances does a president usually experience a reduction in political power? I. The president is in the final two years of his or her second term II. The number and severity of international crises is increasing III. Different parties control Congress and the White House IV. The economy is strong and the president's approval ratings are high
Options:
A. I only
B. I and II only
C. I and III only
D. II and III only
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_276
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Let V be a finite-dimensional real vector space and let P be a linear transformation of V such that P^2 = P. Which of the following must be true?
I. P is invertible.
II. P is diagonalizable.
III. P is either the identity transformation or the zero transformation.
Options:
A. None
B. I only
C. II only
D. III only
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_277
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of these features suggest that a crackling sound is more likely due to a pleural friction rub than crackles?
Options:
A. More prominent in expiration
B. Alters with coughing
C. No pain over the area
D. Clubbing
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_278
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Jared thinks that going to psychology lecture classes is a waste of time and that you can do just as well in the course if you just read the review book, watch ""Discovering Psychology,"" and take the tests. He decides to test his hypothesis with an experiment. The independent variable in his experiment is
Options:
A. going to lecture classes
B. going to lecture classes, reading the review book, and watching ""Discovering Psychology""
C. not going to lecture classes, reading the review book, and watching ""Discovering Psychology""
D. just taking tests
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_279
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following is NOT a group?
Options:
A. The integers under addition
B. The nonzero integers under multiplication
C. The nonzero real numbers under multiplication
D. The complex numbers under addition
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_280
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
 According to Corvino, the ""unnaturalness"" charge can carry moral weight only if those who level it can do two things:
Options:
A. (i) explain the harms of anal sex and (ii) establish that all homosexuals will inevitably suffer those harms.
B. (i) specify exactly what they mean by ""unnaturalness"" and (ii) explain why unnaturalness (so defined) matters morally.
C. (i) establish that one's sexual orientation is a matter of choice and (ii) that people who choose homosexuality have an intrinsic desire for self-harm.
D. (i) explain the value of naturalness and (ii) why nothing ""unnatural"" can be of value.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_281
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The government measures inflation using the
Options:
A. GNP
B. URL
C. CPI
D. FED
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_282
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following is true?
Options:
A. TC = (AVC + AFC)Q.
B. TFC = TC at all levels of output.
C. AVC + AFC = TC.
D. MC = TC - TFC.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_283
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A buyer wants to know his rights as purchaser of goods under the U.C.C. She received a shipment of nonconforming goods from a seller with whom her she does business. Assuming the client does not want to accept and pay for nonconforming goods, which of the following is appropriate advice?
Options:
A. Hold onto the goods and make the best of them because a business cannot reject goods already approved by a written agreement signed by both parties.
B. Try the goods out for several months; if they are not going to be satisfactory, then ship them back to the seller who must provide a refund.
C. Notify the buyer of the nonconformity and demand a refund while holding onto the nonconforming goods as long as possible.
D. Identify and document the nonconformity, then send the goods back right away.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_284
